LA_parameter,EA_parameter
JAXLA_XRY_036_001,IMPC_XRY_036_001
JAXLA_DXA_008_001,IMPC_DXA_008_001
JAXLA_DXA_012_001,IMPC_DXA_012_001
JAXLA_DXA_004_001,IMPC_DXA_004_001
JAXLA_DXA_017_001,IMPC_DXA_017_001
JAXLA_DXA_010_001,IMPC_DXA_010_001
JAXLA_DXA_016_001,IMPC_DXA_016_001
JAXLA_DXA_003_001,IMPC_DXA_003_001
JAXLA_DXA_002_001,IMPC_DXA_002_001
JAXLA_DXA_015_001,IMPC_DXA_015_001
JAXLA_DXA_011_001,IMPC_DXA_011_001
JAXLA_DXA_009_001,IMPC_DXA_009_001
JAXLA_DXA_014_001,IMPC_DXA_014_001
JAXLA_DXA_001_001,IMPC_DXA_001_001
JAXLA_DXA_005_001,IMPC_DXA_005_001
JAXLA_DXA_006_001,IMPC_DXA_006_001
JAXLA_DXA_007_001,IMPC_DXA_007_001
JAXLA_DXA_018_001,IMPC_DXA_018_001
JAXLA_DXA_013_001,IMPC_DXA_013_001
JAXLA_EYE_056_001,IMPC_EYE_056_001
JAXLA_EYE_086_001,IMPC_EYE_086_001
JAXLA_EYE_048_001,IMPC_EYE_048_001
JAXLA_EYE_046_001,IMPC_EYE_046_001
JAXLA_EYE_035_001,IMPC_EYE_035_001
JAXLA_EYE_073_001,IMPC_EYE_073_001
JAXLA_EYE_009_001,IMPC_EYE_009_001
JAXLA_EYE_050_001,IMPC_EYE_050_001
JAXLA_EYE_038_001,IMPC_EYE_038_001
JAXLA_EYE_087_001,IMPC_EYE_087_001
JAXLA_EYE_001_001,IMPC_EYE_001_001
JAXLA_EYE_006_001,IMPC_EYE_006_001
JAXLA_EYE_041_001,IMPC_EYE_041_001
JAXLA_EYE_058_001,IMPC_EYE_058_001
JAXLA_EYE_002_001,IMPC_EYE_002_001
JAXLA_EYE_045_001,IMPC_EYE_045_001
JAXLA_EYE_063_001,IMPC_EYE_063_001
JAXLA_EYE_053_001,IMPC_EYE_053_001
JAXLA_EYE_083_001,IMPC_EYE_083_001
JAXLA_EYE_033_001,IMPC_EYE_033_001
JAXLA_EYE_067_001,IMPC_EYE_067_001
JAXLA_EYE_062_001,IMPC_EYE_062_001
JAXLA_EYE_023_001,IMPC_EYE_023_001
JAXLA_EYE_027_001,IMPC_EYE_027_001
JAXLA_EYE_016_001,IMPC_EYE_016_001
JAXLA_EYE_068_001,IMPC_EYE_068_001
JAXLA_EYE_065_001,IMPC_EYE_065_001
JAXLA_EYE_018_001,IMPC_EYE_018_001
JAXLA_EYE_072_001,IMPC_EYE_072_001
JAXLA_EYE_024_001,IMPC_EYE_024_001
JAXLA_EYE_079_001,IMPC_EYE_079_001
JAXLA_EYE_059_001,IMPC_EYE_059_001
JAXLA_EYE_030_001,IMPC_EYE_030_001
JAXLA_EYE_066_001,IMPC_EYE_066_001
JAXLA_EYE_015_001,IMPC_EYE_015_001
JAXLA_EYE_021_001,IMPC_EYE_021_001
JAXLA_EYE_049_001,IMPC_EYE_049_001
JAXLA_EYE_082_001,IMPC_EYE_082_001
JAXLA_EYE_051_001,IMPC_EYE_051_001
JAXLA_EYE_005_001,IMPC_EYE_005_001
JAXLA_EYE_077_001,IMPC_EYE_077_001
JAXLA_EYE_054_001,IMPC_EYE_054_001
JAXLA_EYE_089_001,IMPC_EYE_089_001
JAXLA_EYE_070_001,IMPC_EYE_070_001
JAXLA_EYE_039_001,IMPC_EYE_039_001
JAXLA_EYE_090_001,IMPC_EYE_090_001
JAXLA_EYE_057_001,IMPC_EYE_057_001
JAXLA_EYE_026_001,IMPC_EYE_026_001
JAXLA_EYE_080_001,IMPC_EYE_080_001
JAXLA_EYE_008_001,IMPC_EYE_008_001
JAXLA_EYE_055_001,IMPC_EYE_055_001
JAXLA_EYE_011_001,IMPC_EYE_011_001
JAXLA_EYE_084_001,IMPC_EYE_084_001
JAXLA_EYE_037_001,IMPC_EYE_037_001
JAXLA_EYE_085_001,IMPC_EYE_085_001
JAXLA_EYE_034_001,IMPC_EYE_034_001
JAXLA_EYE_061_001,IMPC_EYE_061_001
JAXLA_EYE_010_001,IMPC_EYE_010_001
JAXLA_EYE_003_001,IMPC_EYE_003_001
JAXLA_EYE_007_001,IMPC_EYE_007_001
JAXLA_EYE_047_001,IMPC_EYE_047_001
JAXLA_EYE_088_001,IMPC_EYE_088_001
JAXLA_EYE_074_001,IMPC_EYE_074_001
JAXLA_EYE_078_001,IMPC_EYE_078_001
JAXLA_EYE_042_001,IMPC_EYE_042_001
JAXLA_EYE_060_001,IMPC_EYE_060_001
JAXLA_EYE_025_001,IMPC_EYE_025_001
JAXLA_EYE_040_001,IMPC_EYE_040_001
JAXLA_EYE_012_001,IMPC_EYE_012_001
JAXLA_EYE_032_001,IMPC_EYE_032_001
JAXLA_EYE_071_001,IMPC_EYE_071_001
JAXLA_EYE_014_001,IMPC_EYE_014_001
JAXLA_EYE_043_001,IMPC_EYE_043_001
JAXLA_EYE_075_001,IMPC_EYE_075_001
JAXLA_EYE_020_001,IMPC_EYE_020_001
JAXLA_EYE_022_001,IMPC_EYE_022_001
JAXLA_EYE_017_001,IMPC_EYE_017_001
JAXLA_EYE_064_001,IMPC_EYE_064_001
JAXLA_EYE_036_001,IMPC_EYE_036_001
JAXLA_EYE_031_001,IMPC_EYE_031_001
JAXLA_EYE_013_001,IMPC_EYE_013_001
JAXLA_EYE_019_001,IMPC_EYE_019_001
JAXLA_EYE_069_001,IMPC_EYE_069_001
JAXLA_EYE_081_001,IMPC_EYE_081_001
JAXLA_EYE_052_001,IMPC_EYE_052_001
JAXLA_EYE_004_001,IMPC_EYE_004_001
JAXLA_EYE_092_001,IMPC_EYE_092_001
JAXLA_EYE_044_001,IMPC_EYE_044_001
JAXLA_EYE_091_001,IMPC_EYE_091_001
JAXLA_EYE_029_001,IMPC_EYE_029_001
JAXLA_EYE_028_001,IMPC_EYE_028_001
JAXLA_EYE_076_001,IMPC_EYE_076_001
JAXLA_HEM_009_001,IMPC_HEM_009_001
JAXLA_HEM_007_001,IMPC_HEM_007_001
JAXLA_HEM_039_001,IMPC_HEM_039_001
JAXLA_HEM_016_001,IMPC_HEM_016_001
JAXLA_HEM_028_001,IMPC_HEM_028_001
JAXLA_HEM_019_001,IMPC_HEM_019_001
JAXLA_HEM_026_001,IMPC_HEM_026_001
JAXLA_HEM_023_001,IMPC_HEM_023_001
JAXLA_HEM_014_001,IMPC_HEM_014_001
JAXLA_HEM_036_001,IMPC_HEM_036_001
JAXLA_HEM_020_001,IMPC_HEM_020_001
JAXLA_HEM_037_001,IMPC_HEM_037_001
JAXLA_HEM_033_001,IMPC_HEM_033_001
JAXLA_HEM_013_001,IMPC_HEM_013_001
JAXLA_HEM_029_001,IMPC_HEM_029_001
JAXLA_HEM_018_001,IMPC_HEM_018_001
JAXLA_HEM_012_001,IMPC_HEM_012_001
JAXLA_HEM_042_001,IMPC_HEM_042_001
JAXLA_HEM_025_001,IMPC_HEM_025_001
JAXLA_HEM_001_001,IMPC_HEM_001_001
JAXLA_HEM_027_001,IMPC_HEM_027_001
JAXLA_HEM_034_001,IMPC_HEM_034_001
JAXLA_HEM_038_001,IMPC_HEM_038_001
JAXLA_HEM_031_001,IMPC_HEM_031_001
JAXLA_HEM_010_001,IMPC_HEM_010_001
JAXLA_HEM_005_001,IMPC_HEM_005_001
JAXLA_HEM_008_001,IMPC_HEM_008_001
JAXLA_HEM_021_001,IMPC_HEM_021_001
JAXLA_HEM_004_001,IMPC_HEM_004_001
JAXLA_HEM_035_001,IMPC_HEM_035_001
JAXLA_HEM_011_001,IMPC_HEM_011_001
JAXLA_HEM_030_001,IMPC_HEM_030_001
JAXLA_HEM_015_001,IMPC_HEM_015_001
JAXLA_HEM_002_001,IMPC_HEM_002_001
JAXLA_HEM_041_001,IMPC_HEM_041_001
JAXLA_HEM_040_001,IMPC_HEM_040_001
JAXLA_HEM_032_001,IMPC_HEM_032_001
JAXLA_HEM_003_001,IMPC_HEM_003_001
JAXLA_HEM_024_001,IMPC_HEM_024_001
JAXLA_HEM_006_001,IMPC_HEM_006_001
JAXLA_HEM_017_001,IMPC_HEM_017_001
JAXLA_HEM_043_001,IMPC_HEM_043_001
JAXLA_CBC_031_001,IMPC_CBC_031_001
JAXLA_CBC_020_001,IMPC_CBC_020_001
JAXLA_CBC_049_001,IMPC_CBC_049_001
JAXLA_CBC_028_001,IMPC_CBC_028_001
JAXLA_CBC_013_001,IMPC_CBC_013_001
JAXLA_CBC_010_001,IMPC_CBC_010_001
JAXLA_CBC_036_001,IMPC_CBC_036_001
JAXLA_CBC_032_001,IMPC_CBC_032_001
JAXLA_CBC_012_001,IMPC_CBC_012_001
JAXLA_CBC_021_001,IMPC_CBC_021_001
JAXLA_CBC_023_001,IMPC_CBC_023_001
JAXLA_CBC_058_001,IMPC_CBC_058_001
JAXLA_CBC_039_001,IMPC_CBC_039_001
JAXLA_CBC_054_001,IMPC_CBC_054_001
JAXLA_CBC_007_001,IMPC_CBC_007_001
JAXLA_CBC_056_001,IMPC_CBC_056_001
JAXLA_CBC_003_001,IMPC_CBC_003_001
JAXLA_CBC_045_001,IMPC_CBC_045_001
JAXLA_CBC_044_001,IMPC_CBC_044_001
JAXLA_CBC_040_001,IMPC_CBC_040_001
JAXLA_CBC_048_001,IMPC_CBC_048_001
JAXLA_CBC_037_001,IMPC_CBC_037_001
JAXLA_CBC_006_001,IMPC_CBC_006_001
JAXLA_CBC_015_001,IMPC_CBC_015_001
JAXLA_CBC_046_001,IMPC_CBC_046_001
JAXLA_CBC_055_001,IMPC_CBC_055_001
JAXLA_CBC_059_001,IMPC_CBC_059_001
JAXLA_CBC_027_001,IMPC_CBC_027_001
JAXLA_CBC_030_001,IMPC_CBC_030_001
JAXLA_CBC_011_001,IMPC_CBC_011_001
JAXLA_CBC_053_001,IMPC_CBC_053_001
JAXLA_CBC_016_001,IMPC_CBC_016_001
JAXLA_CBC_001_001,IMPC_CBC_001_001
JAXLA_CBC_022_001,IMPC_CBC_022_001
JAXLA_CBC_038_001,IMPC_CBC_038_001
JAXLA_CBC_052_001,IMPC_CBC_052_001
JAXLA_CBC_051_001,IMPC_CBC_051_001
JAXLA_CBC_026_001,IMPC_CBC_026_001
JAXLA_CBC_057_001,IMPC_CBC_057_001
JAXLA_CBC_017_001,IMPC_CBC_017_001
JAXLA_CBC_034_001,IMPC_CBC_034_001
JAXLA_CBC_008_001,IMPC_CBC_008_001
JAXLA_CBC_050_001,IMPC_CBC_050_001
JAXLA_CBC_019_001,IMPC_CBC_019_001
JAXLA_CBC_041_001,IMPC_CBC_041_001
JAXLA_CBC_035_001,IMPC_CBC_035_001
JAXLA_CBC_005_001,IMPC_CBC_005_001
JAXLA_CBC_042_001,IMPC_CBC_042_001
JAXLA_CBC_018_001,IMPC_CBC_018_001
JAXLA_CBC_025_001,IMPC_CBC_025_001
JAXLA_CBC_009_001,IMPC_CBC_009_001
JAXLA_CBC_033_001,IMPC_CBC_033_001
JAXLA_CBC_014_001,IMPC_CBC_014_001
JAXLA_CBC_002_001,IMPC_CBC_002_001
JAXLA_CBC_029_001,IMPC_CBC_029_001
JAXLA_CBC_004_001,IMPC_CBC_004_001
JAXLA_CBC_024_001,IMPC_CBC_024_001
JAXLA_CBC_043_001,IMPC_CBC_043_001
JAXLA_HWT_002_001,IMPC_HWT_002_001
JAXLA_HWT_007_001,IMPC_HWT_007_001
JAXLA_HWT_012_001,IMPC_HWT_012_001
JAXLA_HWT_011_001,IMPC_HWT_011_001
JAXLA_HWT_001_001,IMPC_HWT_001_001
JAXLA_HWT_005_001,IMPC_HWT_005_001
JAXLA_HWT_009_001,IMPC_HWT_009_001
JAXLA_HWT_006_001,IMPC_HWT_006_001
JAXLA_HWT_008_001,IMPC_HWT_008_001
JAXLA_HWT_003_001,IMPC_HWT_003_001
JAXLA_HWT_010_001,IMPC_HWT_010_001
JAXLA_HWT_013_001,IMPC_HWT_013_001
JAXLA_PAT_020_002,IMPC_PAT_020_002
JAXLA_PAT_064_001,IMPC_PAT_064_001
JAXLA_PAT_017_002,IMPC_PAT_017_002
JAXLA_PAT_025_002,IMPC_PAT_025_002
JAXLA_PAT_031_002,IMPC_PAT_031_002
JAXLA_PAT_036_001,IMPC_PAT_036_001
JAXLA_PAT_055_002,IMPC_PAT_055_002
JAXLA_PAT_006_002,IMPC_PAT_006_002
JAXLA_PAT_030_002,IMPC_PAT_030_002
JAXLA_PAT_016_002,IMPC_PAT_016_002
JAXLA_PAT_049_002,IMPC_PAT_049_002
JAXLA_PAT_071_001,IMPC_PAT_071_001
JAXLA_PAT_024_002,IMPC_PAT_024_002
JAXLA_PAT_014_002,IMPC_PAT_014_002
JAXLA_PAT_059_002,IMPC_PAT_059_002
JAXLA_PAT_034_001,IMPC_PAT_034_001
JAXLA_PAT_009_002,IMPC_PAT_009_002
JAXLA_PAT_004_002,IMPC_PAT_004_002
JAXLA_PAT_063_001,IMPC_PAT_063_001
JAXLA_PAT_052_002,IMPC_PAT_052_002
JAXLA_PAT_068_001,IMPC_PAT_068_001
JAXLA_PAT_076_001,IMPC_PAT_076_001
JAXLA_PAT_001_002,IMPC_PAT_001_002
JAXLA_PAT_028_002,IMPC_PAT_028_002
JAXLA_PAT_060_002,IMPC_PAT_060_002
JAXLA_PAT_026_002,IMPC_PAT_026_002
JAXLA_PAT_027_002,IMPC_PAT_027_002
JAXLA_PAT_067_001,IMPC_PAT_067_001
JAXLA_PAT_021_002,IMPC_PAT_021_002
JAXLA_PAT_062_001,IMPC_PAT_062_001
JAXLA_PAT_033_001,IMPC_PAT_033_001
JAXLA_PAT_022_002,IMPC_PAT_022_002
JAXLA_PAT_065_001,IMPC_PAT_065_001
JAXLA_PAT_003_002,IMPC_PAT_003_002
JAXLA_PAT_070_001,IMPC_PAT_070_001
JAXLA_PAT_073_001,IMPC_PAT_073_001
JAXLA_PAT_008_002,IMPC_PAT_008_002
JAXLA_PAT_075_001,IMPC_PAT_075_001
JAXLA_PAT_019_002,IMPC_PAT_019_002
JAXLA_PAT_069_001,IMPC_PAT_069_001
JAXLA_PAT_012_002,IMPC_PAT_012_002
JAXLA_PAT_013_002,IMPC_PAT_013_002
JAXLA_PAT_007_002,IMPC_PAT_007_002
JAXLA_PAT_066_001,IMPC_PAT_066_001
JAXLA_PAT_061_002,IMPC_PAT_061_002
JAXLA_PAT_002_002,IMPC_PAT_002_002
JAXLA_PAT_018_002,IMPC_PAT_018_002
JAXLA_PAT_035_001,IMPC_PAT_035_001
JAXLA_PAT_011_002,IMPC_PAT_011_002
JAXLA_PAT_054_002,IMPC_PAT_054_002
JAXLA_PAT_005_002,IMPC_PAT_005_002
JAXLA_PAT_032_002,IMPC_PAT_032_002
JAXLA_PAT_056_002,IMPC_PAT_056_002
JAXLA_PAT_058_002,IMPC_PAT_058_002
JAXLA_PAT_023_002,IMPC_PAT_023_002
JAXLA_PAT_072_001,IMPC_PAT_072_001
JAXLA_PAT_057_002,IMPC_PAT_057_002
JAXLA_PAT_074_001,IMPC_PAT_074_001
JAXLA_PAT_010_002,IMPC_PAT_010_002
JAXLA_PAT_029_002,IMPC_PAT_029_002
JAXLA_PAT_015_002,IMPC_PAT_015_002
JAXLA_BLK_008_001,IMPC_BLK_008_001
JAXLA_BLK_041_001,IMPC_BLK_041_001
JAXLA_BLK_021_001,IMPC_BLK_021_001
JAXLA_BLK_050_001,IMPC_BLK_050_001
JAXLA_BLK_056_001,IMPC_BLK_056_001
JAXLA_BLK_052_001,IMPC_BLK_052_001
JAXLA_BLK_013_001,IMPC_BLK_013_001
JAXLA_BLK_020_001,IMPC_BLK_020_001
JAXLA_BLK_029_001,IMPC_BLK_029_001
JAXLA_BLK_001_001,IMPC_BLK_001_001
JAXLA_BLK_003_001,IMPC_BLK_003_001
JAXLA_BLK_028_001,IMPC_BLK_028_001
JAXLA_BLK_036_001,IMPC_BLK_036_001
JAXLA_BLK_030_001,IMPC_BLK_030_001
JAXLA_BLK_025_001,IMPC_BLK_025_001
JAXLA_BLK_043_001,IMPC_BLK_043_001
JAXLA_BLK_010_001,IMPC_BLK_010_001
JAXLA_BLK_024_001,IMPC_BLK_024_001
JAXLA_BLK_039_001,IMPC_BLK_039_001
JAXLA_BLK_002_001,IMPC_BLK_002_001
JAXLA_BLK_045_001,IMPC_BLK_045_001
JAXLA_BLK_034_001,IMPC_BLK_034_001
JAXLA_BLK_019_001,IMPC_BLK_019_001
JAXLA_BLK_027_001,IMPC_BLK_027_001
JAXLA_BLK_054_001,IMPC_BLK_054_001
JAXLA_BLK_009_001,IMPC_BLK_009_001
JAXLA_BLK_044_001,IMPC_BLK_044_001
JAXLA_BLK_046_001,IMPC_BLK_046_001
JAXLA_BLK_006_001,IMPC_BLK_006_001
JAXLA_BLK_053_001,IMPC_BLK_053_001
JAXLA_BLK_049_001,IMPC_BLK_049_001
JAXLA_BLK_007_001,IMPC_BLK_007_001
JAXLA_BLK_031_001,IMPC_BLK_031_001
JAXLA_BLK_048_001,IMPC_BLK_048_001
JAXLA_BLK_055_001,IMPC_BLK_055_001
JAXLA_BLK_032_001,IMPC_BLK_032_001
JAXLA_BLK_038_001,IMPC_BLK_038_001
JAXLA_BLK_023_001,IMPC_BLK_023_001
JAXLA_BLK_033_001,IMPC_BLK_033_001
JAXLA_BLK_015_001,IMPC_BLK_015_001
JAXLA_BLK_012_001,IMPC_BLK_012_001
JAXLA_BLK_035_001,IMPC_BLK_035_001
JAXLA_BLK_047_001,IMPC_BLK_047_001
JAXLA_BLK_051_001,IMPC_BLK_051_001
JAXLA_BLK_037_001,IMPC_BLK_037_001
JAXLA_BLK_018_001,IMPC_BLK_018_001
JAXLA_BLK_017_001,IMPC_BLK_017_001
JAXLA_BLK_040_001,IMPC_BLK_040_001
JAXLA_BLK_011_001,IMPC_BLK_011_001
JAXLA_BLK_026_001,IMPC_BLK_026_001
JAXLA_BLK_042_001,IMPC_BLK_042_001
JAXLA_BLK_016_001,IMPC_BLK_016_001
JAXLA_BLK_022_001,IMPC_BLK_022_001
JAXLA_BLK_014_001,IMPC_BLK_014_001
JAXLA_BWT_001_001,IMPC_BWT_001_001
JAXLA_BWT_003_001,IMPC_BWT_003_001
JAXLA_BWT_005_001,IMPC_BWT_005_001
JAXLA_BWT_007_001,IMPC_BWT_007_001
JAXLA_BWT_006_001,IMPC_BWT_006_001
JAXLA_BWT_004_001,IMPC_BWT_004_001
JAXLA_BWT_002_001,IMPC_BWT_002_001
JAXLA_BWT_008_001,IMPC_BWT_008_001
KMPCIP_BWT_007_001,IMPC_BWT_007_001
KMPCIP_BWT_002_001,IMPC_BWT_002_001
KMPCIP_BWT_003_001,IMPC_BWT_003_001
KMPCIP_BWT_001_001,IMPC_BWT_001_001
KMPCIP_BWT_006_001,IMPC_BWT_006_001
KMPCIP_BWT_008_001,IMPC_BWT_008_001
KMPCIP_BWT_004_001,IMPC_BWT_004_001
KMPCIP_BWT_005_001,IMPC_BWT_005_001
KMPCIP_CSD_023_001,IMPC_CSD_023_001
KMPCIP_CSD_032_001,IMPC_CSD_032_001
KMPCIP_CSD_037_001,IMPC_CSD_037_001
KMPCIP_CSD_005_001,IMPC_CSD_005_001
KMPCIP_CSD_052_002,IMPC_CSD_052_002
KMPCIP_CSD_002_001,IMPC_CSD_002_001
KMPCIP_CSD_064_001,IMPC_CSD_064_001
KMPCIP_CSD_073_001,IMPC_CSD_073_001
KMPCIP_CSD_079_001,IMPC_CSD_079_001
KMPCIP_CSD_004_001,IMPC_CSD_004_001
KMPCIP_CSD_010_001,IMPC_CSD_010_001
KMPCIP_CSD_066_001,IMPC_CSD_066_001
KMPCIP_CSD_006_001,IMPC_CSD_006_001
KMPCIP_CSD_025_001,IMPC_CSD_025_001
KMPCIP_CSD_031_001,IMPC_CSD_031_001
KMPCIP_CSD_045_002,IMPC_CSD_045_002
KMPCIP_CSD_039_001,IMPC_CSD_039_001
KMPCIP_CSD_007_001,IMPC_CSD_007_001
KMPCIP_CSD_061_001,IMPC_CSD_061_001
KMPCIP_CSD_076_001,IMPC_CSD_076_001
KMPCIP_CSD_033_001,IMPC_CSD_033_001
KMPCIP_CSD_046_001,IMPC_CSD_046_001
KMPCIP_CSD_053_002,IMPC_CSD_053_002
KMPCIP_CSD_072_001,IMPC_CSD_072_001
KMPCIP_CSD_048_002,IMPC_CSD_048_002
KMPCIP_CSD_063_001,IMPC_CSD_063_001
KMPCIP_CSD_081_001,IMPC_CSD_081_001
KMPCIP_CSD_058_001,IMPC_CSD_058_001
KMPCIP_CSD_022_001,IMPC_CSD_022_001
KMPCIP_CSD_020_001,IMPC_CSD_020_001
KMPCIP_CSD_029_001,IMPC_CSD_029_001
KMPCIP_CSD_070_001,IMPC_CSD_070_001
KMPCIP_CSD_075_001,IMPC_CSD_075_001
KMPCIP_CSD_067_001,IMPC_CSD_067_001
KMPCIP_CSD_077_001,IMPC_CSD_077_001
KMPCIP_CSD_028_001,IMPC_CSD_028_001
KMPCIP_CSD_044_002,IMPC_CSD_044_002
KMPCIP_CSD_008_001,IMPC_CSD_008_001
KMPCIP_CSD_059_001,IMPC_CSD_059_001
KMPCIP_CSD_082_001,IMPC_CSD_082_001
KMPCIP_CSD_027_001,IMPC_CSD_027_001
KMPCIP_CSD_054_002,IMPC_CSD_054_002
KMPCIP_CSD_036_001,IMPC_CSD_036_001
KMPCIP_CSD_034_001,IMPC_CSD_034_001
KMPCIP_CSD_071_001,IMPC_CSD_071_001
KMPCIP_CSD_051_002,IMPC_CSD_051_002
KMPCIP_CSD_016_001,IMPC_CSD_016_001
KMPCIP_CSD_074_001,IMPC_CSD_074_001
KMPCIP_CSD_043_002,IMPC_CSD_043_002
KMPCIP_CSD_086_001,IMPC_CSD_086_001
KMPCIP_CSD_015_001,IMPC_CSD_015_001
KMPCIP_CSD_057_001,IMPC_CSD_057_001
KMPCIP_CSD_083_001,IMPC_CSD_083_001
KMPCIP_CSD_055_002,IMPC_CSD_055_002
KMPCIP_CSD_042_002,IMPC_CSD_042_002
KMPCIP_CSD_041_002,IMPC_CSD_041_002
KMPCIP_CSD_018_001,IMPC_CSD_018_001
KMPCIP_CSD_047_001,IMPC_CSD_047_001
KMPCIP_CSD_060_001,IMPC_CSD_060_001
KMPCIP_CSD_040_002,IMPC_CSD_040_002
KMPCIP_CSD_062_001,IMPC_CSD_062_001
KMPCIP_CSD_085_001,IMPC_CSD_085_001
KMPCIP_CSD_017_001,IMPC_CSD_017_001
KMPCIP_CSD_038_001,IMPC_CSD_038_001
KMPCIP_CSD_013_001,IMPC_CSD_013_001
KMPCIP_CSD_069_001,IMPC_CSD_069_001
KMPCIP_CSD_087_001,IMPC_CSD_087_001
KMPCIP_CSD_030_001,IMPC_CSD_030_001
KMPCIP_CSD_019_001,IMPC_CSD_019_001
KMPCIP_CSD_078_001,IMPC_CSD_078_001
KMPCIP_CSD_068_001,IMPC_CSD_068_001
KMPCIP_CSD_012_001,IMPC_CSD_012_001
KMPCIP_CSD_050_002,IMPC_CSD_050_002
KMPCIP_CSD_026_001,IMPC_CSD_026_001
KMPCIP_CSD_014_001,IMPC_CSD_014_001
KMPCIP_CSD_065_001,IMPC_CSD_065_001
KMPCIP_CSD_021_001,IMPC_CSD_021_001
KMPCIP_CSD_003_001,IMPC_CSD_003_001
KMPCIP_CSD_001_001,IMPC_CSD_001_001
KMPCIP_CSD_009_001,IMPC_CSD_009_001
KMPCIP_CSD_011_001,IMPC_CSD_011_001
KMPCIP_CSD_049_002,IMPC_CSD_049_002
KMPCIP_CSD_084_001,IMPC_CSD_084_001
KMPCIP_CSD_080_001,IMPC_CSD_080_001
KMPCIP_CSD_024_001,IMPC_CSD_024_001
KMPCIP_CSD_056_001,IMPC_CSD_056_001
ICSIP_BWT_002_001,IMPC_BWT_002_001
ICSIP_BWT_006_001,IMPC_BWT_006_001
ICSIP_BWT_007_001,IMPC_BWT_007_001
ICSIP_BWT_004_001,IMPC_BWT_004_001
ICSIP_BWT_003_001,IMPC_BWT_003_001
ICSIP_BWT_001_001,IMPC_BWT_001_001
ICSIP_BWT_008_001,IMPC_BWT_008_001
ICSIP_BWT_005_001,IMPC_BWT_005_001
RBRCIP_BWT_004_001,IMPC_BWT_004_001
RBRCIP_BWT_008_001,IMPC_BWT_008_001
RBRCIP_BWT_007_001,IMPC_BWT_007_001
RBRCIP_BWT_006_001,IMPC_BWT_006_001
RBRCIP_BWT_001_001,IMPC_BWT_001_001
RBRCIP_BWT_002_001,IMPC_BWT_002_001
RBRCIP_BWT_003_001,IMPC_BWT_003_001
RBRCIP_BWT_005_001,IMPC_BWT_005_001
HMGULA_OFD_001_001,NA
HMGULA_OFD_002_001,NA
HMGULA_OFD_003_001,NA
HMGULA_OFD_004_001,NA
HMGULA_OFD_005_001,NA
HMGULA_OFD_006_001,NA
HMGULA_OFD_007_001,NA
HMGULA_OFD_008_001,NA
HMGULA_OFD_009_001,NA
HMGULA_OFD_010_001,NA
HMGULA_OFD_011_001,NA
HMGULA_OFD_012_001,NA
HMGULA_OFD_013_001,NA
HMGULA_OFD_014_001,NA
HMGULA_OFD_015_001,NA
HMGULA_OFD_016_001,NA
HMGULA_OFD_017_001,NA
HMGULA_OFD_018_001,NA
HMGULA_OFD_019_001,NA
HMGULA_OFD_020_001,NA
HMGULA_OFD_021_001,NA
HMGULA_OFD_022_001,NA
HMGULA_OFD_023_001,NA
HMGULA_OFD_024_001,NA
HMGULA_OFD_025_001,NA
HMGULA_OFD_026_001,NA
HMGULA_OFD_027_001,NA
HMGULA_OFD_028_001,NA
HMGULA_OFD_029_001,NA
HMGULA_OFD_030_001,NA
HMGULA_OFD_031_001,NA
HMGULA_OFD_032_001,NA
HMGULA_OFD_033_001,NA
HMGULA_OFD_034_001,NA
HMGULA_OFD_035_001,NA
HMGULA_OFD_036_001,NA
HMGULA_OFD_037_001,NA
HMGULA_OFD_038_001,NA
HMGULA_OFD_039_001,NA
HMGULA_OFD_040_001,NA
HMGULA_OFD_041_001,NA
HMGULA_OFD_042_001,NA
HMGULA_OFD_043_001,NA
HMGULA_OFD_044_001,NA
HMGULA_OFD_045_001,NA
HMGULA_OFD_046_001,NA
HMGULA_OFD_047_001,NA
HMGULA_OFD_048_001,NA
HMGULA_OFD_049_001,NA
RBRCLA_BWT_001_001,IMPC_BWT_001_001
RBRCLA_BWT_002_001,IMPC_BWT_002_001
RBRCLA_BWT_003_001,IMPC_BWT_003_001
RBRCLA_BWT_004_001,IMPC_BWT_004_001
RBRCLA_BWT_005_001,IMPC_BWT_005_001
RBRCLA_BWT_006_001,IMPC_BWT_006_001
RBRCLA_BWT_007_001,IMPC_BWT_007_001
RBRCLA_BWT_008_001,IMPC_BWT_008_001
RBRCLA_IPG_001_001,IMPC_IPG_001_001
RBRCLA_IPG_002_001,IMPC_IPG_002_001
RBRCLA_IPG_003_001,IMPC_IPG_003_001
RBRCLA_IPG_004_001,IMPC_IPG_004_001
RBRCLA_IPG_005_001,IMPC_IPG_005_001
RBRCLA_IPG_006_001,IMPC_IPG_006_001
RBRCLA_IPG_007_001,IMPC_IPG_007_001
RBRCLA_IPG_008_001,IMPC_IPG_008_001
RBRCLA_IPG_009_001,IMPC_IPG_009_001
RBRCLA_IPG_010_001,IMPC_IPG_010_001
RBRCLA_IPG_011_001,IMPC_IPG_011_001
RBRCLA_IPG_012_001,IMPC_IPG_012_001
RBRCLA_IPG_013_001,IMPC_IPG_013_001
RBRCLA_DXA_001_001,IMPC_DXA_001_001
RBRCLA_DXA_002_001,IMPC_DXA_002_001
RBRCLA_DXA_003_001,IMPC_DXA_003_001
RBRCLA_DXA_004_001,IMPC_DXA_004_001
RBRCLA_DXA_005_001,IMPC_DXA_005_001
